cooperation,NN,名詞
civilian,JJ,形容詞
composition,NN,名詞
coin,NN,名詞
regardless,RB,副詞
scan,JJ,形容詞
bunch,NN,名詞
racial,JJ,形容詞
greet,NN,名詞
hopefully,RB,副詞
sanction,NN,名詞
trick,NN,名詞
paragraph,NN,名詞
maker,NN,名詞
chocolate,NN,名詞
stimulate,NN,名詞
belt,NN,名詞
potato,NN,名詞
narrative,JJ,形容詞
tissue,NN,名詞
barely,RB,副詞
invent,NN,名詞
tourism,NN,名詞
pro,NNS,名詞 (複数形)
stair,NN,名詞
hesitate,NN,名詞
shine,NN,名詞
motivation,NN,名詞
romantic,JJ,形容詞
firmly,RB,副詞
interior,NN,名詞
stomach,NN,名詞
nowhere,RB,副詞
pray,NN,名詞
championship,NN,名詞
servant,NN,名詞
immigrant,NN,名詞
excess,NN,名詞
complexity,NN,名詞
liability,NN,名詞
surprisingly,RB,副詞
extract,NN,名詞
implementation,NN,名詞
bias,NN,名詞
differently,RB,副詞
catalog,NN,名詞
continuous,JJ,形容詞
golden,JJ,形容詞
stamp,NN,名詞
guideline,NN,名詞
envelope,NN,名詞
knife,NN,名詞
biological,JJ,形容詞
consume,NN,名詞
luxury,NN,名詞
weekly,JJ,形容詞
wherever,NN,名詞
bite,NN,名詞
printer,NN,名詞
firstly,RB,副詞
anxious,JJ,形容詞
adventure,NN,名詞
fence,NN,名詞
exhaust,NN,名詞
attraction,NN,名詞
ocean,NN,名詞
quietly,RB,副詞
castle,NN,名詞
veteran,NN,名詞
reflection,NN,名詞
nerve,NN,名詞
determination,NN,名詞
altogether,RB,副詞
fiction,NN,名詞
carpet,NN,名詞
cluster,NN,名詞
confusion,NN,名詞
hurry,NN,名詞
logic,NN,名詞
controversial,JJ,形容詞
raw,NN,名詞
grammar,NN,名詞
revise,NN,名詞
hint,NN,名詞
hook,NN,名詞
bell,NN,名詞
liquid,NN,名詞
panic,NN,名詞
uncle,NN,名詞
rice,NN,名詞
slope,NN,名詞
happiness,NN,名詞
genuine,NN,名詞
vessel,NN,名詞
verb,NN,名詞
reckon,NN,名詞
silly,RB,副詞
transportation,NN,名詞
harbor,NN,名詞
comedy,NN,名詞
chase,NN,名詞
storage,NN,名詞
universe,NN,名詞
horrible,JJ,形容詞
sheep,NN,名詞
lover,NN,名詞
rat,NN,名詞
portrait,NN,名詞
innocent,NN,名詞
substitute,NN,名詞
supplement,NN,名詞
adjustment,NN,名詞
reasonably,RB,副詞
filter,NN,名詞
flexible,JJ,形容詞
abstract,NN,名詞
tent,NN,名詞
precise,NN,名詞
distant,NN,名詞
stranger,NN,名詞
shade,NN,名詞
grain,NN,名詞
situate,NN,名詞
summarize,VB,動詞 (原形)
leap,NN,名詞
snap,NN,名詞
probability,NN,名詞
leather,NN,名詞
uncertainty,NN,名詞
swear,NN,名詞
refugee,NN,名詞
shore,NN,名詞
monthly,RB,副詞
comprise,NN,名詞
stir,NN,名詞
excitement,NN,名詞
sigh,NN,名詞
pregnancy,NN,名詞
experimental,NN,名詞
institutional,JJ,形容詞
slice,NN,名詞
wander,NN,名詞
empire,NN,名詞
subsequently,RB,副詞
gentle,NN,名詞
attendance,NN,名詞
ownership,NN,名詞
qualification,NN,名詞
suspend,NN,名詞
functional,JJ,形容詞
voluntary,JJ,形容詞
pale,NN,名詞
stain,NN,名詞
athlete,NN,名詞
organic,JJ,形容詞
tongue,NN,名詞
server,NN,名詞
structural,JJ,形容詞
fool,NN,名詞
alongside,RB,副詞
unite,JJ,形容詞
gently,RB,副詞
compute,NN,名詞
wipe,NN,名詞
weird,NN,名詞
gaze,NN,名詞
fade,NN,名詞
cough,NN,名詞
hypothesis,NN,名詞
royal,NN,名詞
theoretical,JJ,形容詞
curtain,NN,名詞
mayor,NN,名詞
darkness,NN,名詞
aunt,NN,名詞
tournament,NN,名詞
registration,NN,名詞
fragment,NN,名詞
listener,NN,名詞
tender,NN,名詞
density,NN,名詞
ugly,RB,副詞
module,NN,名詞
faithfully,RB,副詞
autumn,NN,名詞
cheek,NN,名詞
attachment,NN,名詞
holder,NN,名詞
grin,NN,名詞
noun,NN,名詞
fortunate,NN,名詞
alright,NN,名詞
lazy,NN,名詞
hello,NN,名詞
hunger,NN,名詞
insure,NN,名詞
ashamed,VBN,動詞 (過去分詞)
found,NN,名詞
thirst,NN,名詞
